Race,Driver,LapNumber,Stint,Compound,TyreLife,Normalized_TyreLife,LapTime_Sec,Position,GapToAhead_Sec,GapToBehind_Sec,TrackTemp_C,AirTemp_C,IsPitInLap,PitNextLap
Saudi Arabian Grand Prix,PER,24,2,HARD,5,0.1429,92.484,7,4.52,2.245,34.3,27.2,0,0
Saudi Arabian Grand Prix,PER,25,2,HARD,6,0.1714,92.27,12,4.335,0.684,30.7,26.2,0,0
Saudi Arabian Grand Prix,PER,26,2,HARD,7,0.2,92.347,6,2.683,0.884,44.6,25.2,0,0
Saudi Arabian Grand Prix,PER,27,2,HARD,8,0.2286,92.05,1,2.431,0.837,31.6,28.4,0,0
Saudi Arabian Grand Prix,PER,28,2,HARD,9,0.2571,92.62,16,1.014,1.649,42.4,23.8,0,0
Saudi Arabian Grand Prix,PER,29,2,HARD,10,0.2857,92.545,2,2.31,2.412,35.7,27.2,0,0
Saudi Arabian Grand Prix,PER,30,2,HARD,11,0.3143,92.726,7,2.471,4.298,33.9,24.2,0,0
Saudi Arabian Grand Prix,PER,31,2,HARD,12,0.3429,92.696,18,2.058,3.442,35.3,26.2,0,0
Saudi Arabian Grand Prix,PER,32,2,HARD,13,0.3714,92.654,12,1.541,2.319,44.9,28.7,0,0
Saudi Arabian Grand Prix,PER,33,2,HARD,14,0.4,93.048,13,3.654,1.783,39.5,24.6,0,0
Saudi Arabian Grand Prix,PER,34,2,HARD,15,0.4286,93.639,19,1.407,1.693,32.5,21.0,0,0
Saudi Arabian Grand Prix,PER,35,2,HARD,16,0.4571,92.794,18,4.608,3.247,38.2,22.5,0,0
Saudi Arabian Grand Prix,PER,36,2,HARD,17,0.4857,93.062,3,4.334,3.016,37.7,21.0,0,0
Saudi Arabian Grand Prix,PER,37,2,HARD,18,0.5143,93.534,2,0.547,2.273,42.8,23.5,0,0
Saudi Arabian Grand Prix,PER,38,2,HARD,19,0.5429,92.863,8,3.858,4.109,32.4,25.4,0,0
Saudi Arabian Grand Prix,PER,39,2,HARD,20,0.5714,93.505,9,1.091,1.894,33.0,29.1,0,0
Saudi Arabian Grand Prix,PER,40,2,HARD,21,0.6,93.216,8,2.311,1.841,39.4,21.5,0,0
Saudi Arabian Grand Prix,PER,41,2,HARD,22,0.6286,93.203,12,3.275,0.682,34.9,24.7,0,0
Saudi Arabian Grand Prix,PER,42,2,HARD,23,0.6571,93.457,13,2.493,4.313,33.1,29.5,0,0
Saudi Arabian Grand Prix,PER,43,2,HARD,24,0.6857,93.771,10,0.655,2.506,42.2,28.9,0,0
Saudi Arabian Grand Prix,PER,44,2,HARD,25,0.7143,93.861,9,2.923,4.61,35.8,28.3,0,0
Saudi Arabian Grand Prix,PER,45,2,HARD,26,0.7429,93.557,10,2.429,3.328,33.2,26.3,0,0
Saudi Arabian Grand Prix,PER,46,2,HARD,27,0.7714,94.267,5,4.682,1.422,42.0,27.4,0,0
Saudi Arabian Grand Prix,PER,47,2,HARD,28,0.8,93.951,19,1.416,4.795,43.8,20.5,0,0
Saudi Arabian Grand Prix,PER,48,2,HARD,29,0.8286,93.915,4,4.895,2.197,42.0,24.3,0,0
Saudi Arabian Grand Prix,PER,49,2,HARD,30,0.8571,94.102,3,2.942,3.441,34.1,25.9,0,0
Saudi Arabian Grand Prix,PER,50,2,HARD,31,0.8857,94.29,9,1.1,1.591,34.4,29.2,0,0
Saudi Arabian Grand Prix,PER,51,2,HARD,32,0.9143,94.122,1,1.256,2.097,36.0,20.6,0,0
Saudi Arabian Grand Prix,PER,52,2,HARD,33,0.9429,94.149,3,3.097,3.533,30.2,23.4,0,0
Saudi Arabian Grand Prix,PER,53,2,HARD,34,0.9714,94.631,2,4.703,1.09,42.0,25.1,0,0
Saudi Arabian Grand Prix,PER,54,2,HARD,35,1.0,94.146,15,4.906,2.393,37.5,29.1,0,0
Saudi Arabian Grand Prix,RUS,1,1,SOFT,1,0.0286,91.123,12,2.64,3.906,40.3,28.6,0,0
Saudi Arabian Grand Prix,RUS,2,1,SOFT,2,0.0571,91.007,18,2.663,0.809,38.2,24.2,0,0
Saudi Arabian Grand Prix,RUS,3,1,SOFT,3,0.0857,91.047,15,4.202,1.901,36.0,25.0,0,0
Saudi Arabian Grand Prix,RUS,4,1,SOFT,4,0.1143,91.269,5,4.36,1.872,32.9,21.3,0,0
Saudi Arabian Grand Prix,RUS,5,1,SOFT,5,0.1429,91.516,13,1.406,0.543,31.1,23.8,0,0
Saudi Arabian Grand Prix,RUS,6,1,SOFT,6,0.1714,91.171,2,2.044,4.947,37.3,21.8,0,0
Saudi Arabian Grand Prix,RUS,7,1,SOFT,7,0.2,91.405,6,2.083,3.675,37.8,21.2,0,0
Saudi Arabian Grand Prix,RUS,8,1,SOFT,8,0.2286,91.753,17,1.768,1.329,30.6,20.2,0,0
Saudi Arabian Grand Prix,RUS,9,1,SOFT,9,0.2571,91.47,8,2.428,0.622,41.8,20.1,0,0
Saudi Arabian Grand Prix,RUS,10,1,SOFT,10,0.2857,91.759,14,3.243,3.058,41.9,29.9,0,0
Saudi Arabian Grand Prix,RUS,11,1,SOFT,11,0.3143,91.766,1,4.033,2.693,44.2,20.6,0,0
Saudi Arabian Grand Prix,RUS,12,1,SOFT,12,0.3429,91.413,14,2.79,2.538,34.2,29.6,0,0
Saudi Arabian Grand Prix,RUS,13,1,SOFT,13,0.3714,91.97,6,4.785,4.206,40.6,25.9,0,0
Saudi Arabian Grand Prix,RUS,14,1,SOFT,14,0.4,91.717,10,3.103,0.872,32.3,24.4,0,0
Saudi Arabian Grand Prix,RUS,15,1,SOFT,15,0.4286,91.643,12,0.891,1.864,44.5,29.4,0,0
Saudi Arabian Grand Prix,RUS,16,1,SOFT,16,0.4571,92.168,19,1.664,2.062,41.9,26.3,0,0
Saudi Arabian Grand Prix,RUS,17,1,SOFT,17,0.4857,92.274,10,4.823,2.919,30.2,22.6,0,0
Saudi Arabian Grand Prix,RUS,18,1,SOFT,18,0.5143,92.418,4,3.869,1.459,43.0,29.6,0,0
Saudi Arabian Grand Prix,RUS,19,1,SOFT,19,0.5429,92.501,8,1.261,4.899,42.8,25.0,0,0
Saudi Arabian Grand Prix,RUS,20,1,SOFT,20,0.5714,92.392,9,1.722,0.967,34.4,20.9,0,0
Saudi Arabian Grand Prix,RUS,21,1,SOFT,21,0.6,92.339,11,1.267,2.23,35.2,24.3,0,0
Saudi Arabian Grand Prix,RUS,22,1,SOFT,22,0.6286,92.726,15,0.646,2.011,37.7,28.0,0,0
Saudi Arabian Grand Prix,RUS,23,1,SOFT,23,0.6571,93.025,17,3.878,1.562,32.2,21.9,0,0
Saudi Arabian Grand Prix,RUS,24,1,SOFT,24,0.6857,92.54,7,2.8,2.505,44.5,25.7,0,0
Saudi Arabian Grand Prix,RUS,25,1,SOFT,25,0.7143,93.134,2,2.174,0.916,36.9,23.9,0,1
Saudi Arabian Grand Prix,RUS,26,1,SOFT,26,0.7429,92.999,9,1.598,4.85,44.4,22.5,1,0
Saudi Arabian Grand Prix,RUS,27,2,HARD,1,0.0286,91.939,12,1.223,1.279,34.0,21.2,0,0
Saudi Arabian Grand Prix,RUS,28,2,HARD,2,0.0571,91.757,6,0.979,4.198,32.1,27.5,0,0
Saudi Arabian Grand Prix,RUS,29,2,HARD,3,0.0857,91.931,2,2.501,3.094,44.8,22.4,0,0
Saudi Arabian Grand Prix,RUS,30,2,HARD,4,0.1143,92.388,9,3.722,3.233,31.3,26.8,0,0
Saudi Arabian Grand Prix,RUS,31,2,HARD,5,0.1429,92.106,19,1.449,4.287,30.5,28.4,0,0
Saudi Arabian Grand Prix,RUS,32,2,HARD,6,0.1714,91.985,18,1.894,4.72,40.2,21.2,0,0
Saudi Arabian Grand Prix,RUS,33,2,HARD,7,0.2,92.222,17,3.291,2.952,31.9,22.9,0,0
Saudi Arabian Grand Prix,RUS,34,2,HARD,8,0.2286,92.117,17,1.72,3.921,40.8,20.1,0,0
Saudi Arabian Grand Prix,RUS,35,2,HARD,9,0.2571,92.104,6,4.894,4.796,42.0,22.4,0,0
Saudi Arabian Grand Prix,RUS,36,2,HARD,10,0.2857,92.477,8,3.725,2.114,34.0,24.3,0,0
Saudi Arabian Grand Prix,RUS,37,2,HARD,11,0.3143,92.605,13,2.119,3.593,34.7,20.6,0,0
Saudi Arabian Grand Prix,RUS,38,2,HARD,12,0.3429,92.537,9,4.968,4.0,33.4,21.8,0,0
Saudi Arabian Grand Prix,RUS,39,2,HARD,13,0.3714,92.668,11,4.152,1.823,36.7,27.3,0,0
Saudi Arabian Grand Prix,RUS,40,2,HARD,14,0.4,93.06,7,4.943,1.513,39.9,26.1,0,0
Saudi Arabian Grand Prix,RUS,41,2,HARD,15,0.4286,92.975,13,0.509,1.673,37.8,27.2,0,0
Saudi Arabian Grand Prix,RUS,42,2,HARD,16,0.4571,93.339,10,3.343,2.834,30.8,22.3,0,0
Saudi Arabian Grand Prix,RUS,43,2,HARD,17,0.4857,92.538,9,1.061,3.436,30.8,24.5,0,0
Saudi Arabian Grand Prix,RUS,44,2,HARD,18,0.5143,93.089,12,1.1,4.675,43.0,27.1,0,0
Saudi Arabian Grand Prix,RUS,45,2,HARD,19,0.5429,93.246,2,4.549,3.328,36.6,20.4,0,0
Saudi Arabian Grand Prix,RUS,46,2,HARD,20,0.5714,93.188,8,3.098,3.409,36.9,25.3,0,0
Saudi Arabian Grand Prix,RUS,47,2,HARD,21,0.6,93.374,5,2.458,1.817,38.2,21.3,0,0
Saudi Arabian Grand Prix,RUS,48,2,HARD,22,0.6286,93.348,16,4.996,1.491,31.5,25.9,0,0
Saudi Arabian Grand Prix,RUS,49,2,HARD,23,0.6571,94.283,13,2.603,0.98,39.7,28.7,0,0
Saudi Arabian Grand Prix,RUS,50,2,HARD,24,0.6857,93.223,13,3.84,3.394,34.7,26.2,0,0
Saudi Arabian Grand Prix,RUS,51,2,HARD,25,0.7143,93.597,15,1.67,2.233,44.1,26.1,0,0
Saudi Arabian Grand Prix,RUS,52,2,HARD,26,0.7429,93.382,15,2.543,2.781,38.6,29.3,0,0
Saudi Arabian Grand Prix,RUS,53,2,HARD,27,0.7714,93.774,7,4.99,1.686,34.2,29.3,0,0
Saudi Arabian Grand Prix,PIA,1,1,SOFT,1,0.0286,89.772,6,4.89,0.794,42.3,26.5,0,0
Saudi Arabian Grand Prix,PIA,2,1,SOFT,2,0.0571,89.572,7,3.955,3.883,38.8,22.1,0,0
Saudi Arabian Grand Prix,PIA,3,1,SOFT,3,0.0857,89.959,2,4.219,3.657,36.9,20.6,0,0
Saudi Arabian Grand Prix,PIA,4,1,SOFT,4,0.1143,89.687,10,1.738,2.291,44.0,23.4,0,0
Saudi Arabian Grand Prix,PIA,5,1,SOFT,5,0.1429,89.407,16,2.12,2.65,35.3,26.8,0,0
Saudi Arabian Grand Prix,PIA,6,1,SOFT,6,0.1714,90.425,12,0.757,2.044,40.0,21.0,0,0
Saudi Arabian Grand Prix,PIA,7,1,SOFT,7,0.2,90.428,16,3.19,4.414,43.4,24.5,0,0
Saudi Arabian Grand Prix,PIA,8,1,SOFT,8,0.2286,90.071,6,2.755,3.077,32.1,29.4,0,0
Saudi Arabian Grand Prix,PIA,9,1,SOFT,9,0.2571,90.332,8,1.594,2.978,32.9,21.0,0,0
Saudi Arabian Grand Prix,PIA,10,1,SOFT,10,0.2857,90.378,16,3.121,3.577,41.3,27.3,0,0
Saudi Arabian Grand Prix,PIA,11,1,SOFT,11,0.3143,90.806,4,1.347,1.329,30.9,25.9,0,0
Saudi Arabian Grand Prix,PIA,12,1,SOFT,12,0.3429,90.616,14,4.992,2.936,34.3,29.9,0,0
Saudi Arabian Grand Prix,PIA,13,1,SOFT,13,0.3714,90.523,13,0.62,3.809,39.4,25.8,0,1
Saudi Arabian Grand Prix,PIA,14,1,SOFT,14,0.4,90.962,7,3.602,1.777,40.4,23.1,1,0
Saudi Arabian Grand Prix,PIA,15,2,HARD,1,0.0286,90.802,9,4.364,4.832,39.4,21.8,0,0
Saudi Arabian Grand Prix,PIA,16,2,HARD,2,0.0571,91.058,2,0.819,3.472,42.1,26.7,0,0
Saudi Arabian Grand Prix,PIA,17,2,HARD,3,0.0857,90.982,7,4.776,1.85,30.3,24.3,0,0
Saudi Arabian Grand Prix,PIA,18,2,HARD,4,0.1143,90.909,11,1.48,3.296,30.7,24.8,0,0
Saudi Arabian Grand Prix,PIA,19,2,HARD,5,0.1429,90.673,10,3.915,2.753,43.7,21.5,0,0
Saudi Arabian Grand Prix,PIA,20,2,HARD,6,0.1714,90.602,16,3.083,2.078,42.5,24.9,0,0
Saudi Arabian Grand Prix,PIA,21,2,HARD,7,0.2,91.16,4,2.516,2.325,44.8,22.9,0,0
Saudi Arabian Grand Prix,PIA,22,2,HARD,8,0.2286,90.832,7,1.635,4.619,34.0,29.0,0,0
Saudi Arabian Grand Prix,PIA,23,2,HARD,9,0.2571,90.813,5,4.763,1.425,39.2,22.2,0,0
Saudi Arabian Grand Prix,PIA,24,2,HARD,10,0.2857,91.709,13,1.857,1.347,34.6,20.9,0,0
Saudi Arabian Grand Prix,PIA,25,2,HARD,11,0.3143,91.43,16,2.403,4.08,32.1,21.3,0,0
Saudi Arabian Grand Prix,PIA,26,2,HARD,12,0.3429,91.106,4,1.251,4.657,42.3,23.5,0,0
Saudi Arabian Grand Prix,PIA,27,2,HARD,13,0.3714,91.607,9,2.147,1.532,33.3,20.5,0,0
Saudi Arabian Grand Prix,PIA,28,2,HARD,14,0.4,91.486,19,4.246,4.962,32.5,26.9,0,0
Saudi Arabian Grand Prix,PIA,29,2,HARD,15,0.4286,91.322,14,2.602,3.585,33.4,21.3,0,0
Saudi Arabian Grand Prix,PIA,30,2,HARD,16,0.4571,91.628,9,4.013,4.596,35.7,26.3,0,0
Saudi Arabian Grand Prix,PIA,31,2,HARD,17,0.4857,91.935,7,1.48,0.852,38.6,21.0,0,1
Saudi Arabian Grand Prix,PIA,32,2,HARD,18,0.5143,92.044,5,4.436,3.818,33.8,20.7,1,0
Saudi Arabian Grand Prix,PIA,33,3,MEDIUM,1,0.0286,90.092,9,1.721,0.517,32.4,23.5,0,0
Saudi Arabian Grand Prix,PIA,34,3,MEDIUM,2,0.0571,90.449,15,2.189,3.32,32.2,28.2,0,0
Saudi Arabian Grand Prix,PIA,35,3,MEDIUM,3,0.0857,90.109,16,4.709,4.909,43.0,21.7,0,0
Saudi Arabian Grand Prix,PIA,36,3,MEDIUM,4,0.1143,90.376,16,4.997,1.451,34.0,26.6,0,0
Saudi Arabian Grand Prix,PIA,37,3,MEDIUM,5,0.1429,90.291,5,0.878,3.965,39.5,29.9,0,0
Saudi Arabian Grand Prix,PIA,38,3,MEDIUM,6,0.1714,90.385,1,1.847,0.951,34.1,28.2,0,0
Saudi Arabian Grand Prix,PIA,39,3,MEDIUM,7,0.2,90.547,9,2.04,4.916,39.4,24.2,0,0
Saudi Arabian Grand Prix,PIA,40,3,MEDIUM,8,0.2286,90.53,9,3.461,3.774,41.8,22.4,0,0
Saudi Arabian Grand Prix,PIA,41,3,MEDIUM,9,0.2571,90.959,13,4.293,2.506,40.6,27.3,0,0
Saudi Arabian Grand Prix,PIA,42,3,MEDIUM,10,0.2857,90.717,5,2.75,1.075,38.7,23.0,0,0
Saudi Arabian Grand Prix,PIA,43,3,MEDIUM,11,0.3143,90.642,3,2.635,4.172,36.5,28.0,0,0
Saudi Arabian Grand Prix,PIA,44,3,MEDIUM,12,0.3429,91.223,17,3.717,1.62,43.7,21.5,0,0
Saudi Arabian Grand Prix,PIA,45,3,MEDIUM,13,0.3714,91.129,4,0.921,0.575,43.1,22.4,0,0
Saudi Arabian Grand Prix,PIA,46,3,MEDIUM,14,0.4,91.323,8,4.469,4.816,32.9,27.2,0,0
Saudi Arabian Grand Prix,PIA,47,3,MEDIUM,15,0.4286,91.022,19,2.33,3.931,32.2,20.1,0,0
Saudi Arabian Grand Prix,PIA,48,3,MEDIUM,16,0.4571,91.326,19,2.831,0.534,36.3,27.2,0,0
Saudi Arabian Grand Prix,PIA,49,3,MEDIUM,17,0.4857,91.314,19,4.451,1.711,44.7,23.8,0,0
Saudi Arabian Grand Prix,PIA,50,3,MEDIUM,18,0.5143,91.349,10,3.326,4.235,36.2,22.6,0,0
Saudi Arabian Grand Prix,ALO,1,1,SOFT,1,0.0286,89.765,18,0.751,4.603,40.5,25.1,0,0
Saudi Arabian Grand Prix,ALO,2,1,SOFT,2,0.0571,89.845,2,4.625,4.104,36.8,27.2,0,0
Saudi Arabian Grand Prix,ALO,3,1,SOFT,3,0.0857,90.149,9,2.716,1.365,37.0,22.5,0,0
Saudi Arabian Grand Prix,ALO,4,1,SOFT,4,0.1143,90.209,6,2.691,4.707,39.6,29.0,0,0
Saudi Arabian Grand Prix,ALO,5,1,SOFT,5,0.1429,90.508,16,2.191,0.946,39.3,24.5,0,0
Saudi Arabian Grand Prix,ALO,6,1,SOFT,6,0.1714,90.259,15,2.607,4.339,44.0,29.3,0,0
Saudi Arabian Grand Prix,ALO,7,1,SOFT,7,0.2,90.683,3,2.828,0.879,44.8,26.7,0,0
Saudi Arabian Grand Prix,ALO,8,1,SOFT,8,0.2286,90.755,3,2.434,1.879,44.4,29.6,0,0
Saudi Arabian Grand Prix,ALO,9,1,SOFT,9,0.2571,90.264,4,3.996,3.53,39.2,28.9,0,0
Saudi Arabian Grand Prix,ALO,10,1,SOFT,10,0.2857,90.694,13,2.331,1.493,38.0,30.0,0,0
Saudi Arabian Grand Prix,ALO,11,1,SOFT,11,0.3143,90.687,14,4.305,3.359,30.6,22.1,0,0
Saudi Arabian Grand Prix,ALO,12,1,SOFT,12,0.3429,90.861,17,4.845,2.037,35.1,20.1,0,0
Saudi Arabian Grand Prix,ALO,13,1,SOFT,13,0.3714,91.153,6,4.362,2.336,44.7,26.5,0,0
Saudi Arabian Grand Prix,ALO,14,1,SOFT,14,0.4,91.149,18,2.159,3.964,42.2,24.0,0,0
Saudi Arabian Grand Prix,ALO,15,1,SOFT,15,0.4286,90.93,10,1.127,2.841,30.6,20.8,0,0
Saudi Arabian Grand Prix,ALO,16,1,SOFT,16,0.4571,91.534,3,4.215,4.061,33.0,28.1,0,0
Saudi Arabian Grand Prix,ALO,17,1,SOFT,17,0.4857,91.587,5,1.801,4.785,30.7,21.5,0,0
Saudi Arabian Grand Prix,ALO,18,1,SOFT,18,0.5143,91.989,14,0.576,4.822,30.7,21.4,0,0
Saudi Arabian Grand Prix,ALO,19,1,SOFT,19,0.5429,91.768,2,3.656,0.565,30.7,26.0,0,0
Saudi Arabian Grand Prix,ALO,20,1,SOFT,20,0.5714,91.647,6,3.503,1.065,41.5,22.1,0,0
Saudi Arabian Grand Prix,ALO,21,1,SOFT,21,0.6,91.598,9,1.172,3.417,32.6,28.7,0,0
Saudi Arabian Grand Prix,ALO,22,1,SOFT,22,0.6286,91.441,19,3.394,3.931,38.8,22.7,0,0
Saudi Arabian Grand Prix,ALO,23,1,SOFT,23,0.6571,91.881,15,1.038,3.3,44.0,22.1,0,1
Saudi Arabian Grand Prix,ALO,24,1,SOFT,24,0.6857,92.028,18,3.512,4.168,33.9,23.0,1,0
Saudi Arabian Grand Prix,ALO,25,2,HARD,1,0.0286,90.932,10,4.353,0.947,31.4,22.6,0,0
Saudi Arabian Grand Prix,ALO,26,2,HARD,2,0.0571,90.778,13,4.824,4.563,40.5,21.0,0,0
Saudi Arabian Grand Prix,ALO,27,2,HARD,3,0.0857,91.065,5,1.561,3.711,43.1,21.3,0,0
Saudi Arabian Grand Prix,ALO,28,2,HARD,4,0.1143,91.137,16,2.531,1.026,36.8,28.5,0,0
Saudi Arabian Grand Prix,ALO,29,2,HARD,5,0.1429,91.407,15,2.778,4.166,44.0,25.1,0,0
Saudi Arabian Grand Prix,ALO,30,2,HARD,6,0.1714,91.244,19,4.086,2.034,42.1,23.4,0,0
Saudi Arabian Grand Prix,ALO,31,2,HARD,7,0.2,91.47,1,4.244,2.316,35.0,24.9,0,0
Saudi Arabian Grand Prix,ALO,32,2,HARD,8,0.2286,91.015,3,3.221,2.875,38.4,29.8,0,0
Saudi Arabian Grand Prix,ALO,33,2,HARD,9,0.2571,91.576,11,1.873,1.26,36.9,23.1,0,0
Saudi Arabian Grand Prix,ALO,34,2,HARD,10,0.2857,91.539,16,2.983,2.105,36.7,29.7,0,0
Saudi Arabian Grand Prix,ALO,35,2,HARD,11,0.3143,91.598,4,1.752,1.33,37.5,22.8,0,0
Saudi Arabian Grand Prix,ALO,36,2,HARD,12,0.3429,91.628,6,2.385,3.991,35.1,25.6,0,0
Saudi Arabian Grand Prix,ALO,37,2,HARD,13,0.3714,91.837,6,4.627,3.125,36.9,28.2,0,0
Saudi Arabian Grand Prix,ALO,38,2,HARD,14,0.4,91.63,10,1.704,2.836,33.5,21.2,0,0
Saudi Arabian Grand Prix,ALO,39,2,HARD,15,0.4286,92.092,13,3.125,3.806,34.8,20.3,0,0
Saudi Arabian Grand Prix,ALO,40,2,HARD,16,0.4571,91.27,8,1.693,3.524,30.8,21.1,0,0
Saudi Arabian Grand Prix,ALO,41,2,HARD,17,0.4857,92.006,3,2.225,4.267,43.0,26.0,0,0
Saudi Arabian Grand Prix,ALO,42,2,HARD,18,0.5143,92.048,15,1.781,2.192,41.3,25.4,0,0
Saudi Arabian Grand Prix,ALO,43,2,HARD,19,0.5429,92.357,12,0.581,0.96,36.2,29.3,0,0
Saudi Arabian Grand Prix,ALO,44,2,HARD,20,0.5714,92.643,11,2.621,4.915,41.1,21.2,0,0
Saudi Arabian Grand Prix,ALO,45,2,HARD,21,0.6,92.564,18,1.257,2.805,37.3,26.3,0,0
Saudi Arabian Grand Prix,ALO,46,2,HARD,22,0.6286,92.539,12,1.28,3.762,37.6,26.8,0,0
Saudi Arabian Grand Prix,ALO,47,2,HARD,23,0.6571,92.746,10,3.755,1.112,42.5,21.5,0,0
Saudi Arabian Grand Prix,ALO,48,2,HARD,24,0.6857,92.41,13,4.499,0.778,36.8,22.0,0,0
Saudi Arabian Grand Prix,ALO,49,2,HARD,25,0.7143,92.544,3,0.752,1.14,30.8,26.3,0,0
Saudi Arabian Grand Prix,ALO,50,2,HARD,26,0.7429,93.601,3,4.471,3.073,35.0,27.2,0,0
Saudi Arabian Grand Prix,ALO,51,2,HARD,27,0.7714,93.252,17,2.746,0.996,35.8,22.4,0,0
Saudi Arabian Grand Prix,ALO,52,2,HARD,28,0.8,92.936,5,0.954,1.396,45.0,20.0,0,0
Saudi Arabian Grand Prix,ALO,53,2,HARD,29,0.8286,92.978,1,4.643,0.921,44.3,26.1,0,0
Saudi Arabian Grand Prix,ALO,54,2,HARD,30,0.8571,92.723,10,1.664,2.017,36.0,20.5,0,0
Saudi Arabian Grand Prix,STR,1,1,MEDIUM,1,0.0286,89.922,5,0.972,1.706,37.8,25.7,0,0
Saudi Arabian Grand Prix,STR,2,1,MEDIUM,2,0.0571,89.67,7,2.15,0.976,39.4,21.2,0,0
Saudi Arabian Grand Prix,STR,3,1,MEDIUM,3,0.0857,89.609,4,0.817,2.097,37.5,24.9,0,0
Saudi Arabian Grand Prix,STR,4,1,MEDIUM,4,0.1143,90.123,15,2.204,4.294,39.7,26.5,0,0
Saudi Arabian Grand Prix,STR,5,1,MEDIUM,5,0.1429,90.158,3,2.258,3.496,33.2,22.2,0,0
Saudi Arabian Grand Prix,STR,6,1,MEDIUM,6,0.1714,90.283,19,3.23,1.251,42.0,27.2,0,0
Saudi Arabian Grand Prix,STR,7,1,MEDIUM,7,0.2,90.804,12,3.006,4.513,34.3,23.3,0,0
Saudi Arabian Grand Prix,STR,8,1,MEDIUM,8,0.2286,90.377,19,3.288,3.486,42.5,22.2,0,0
Saudi Arabian Grand Prix,STR,9,1,MEDIUM,9,0.2571,90.296,10,2.628,2.839,32.9,24.6,0,0
Saudi Arabian Grand Prix,STR,10,1,MEDIUM,10,0.2857,90.506,12,3.372,2.075,43.9,20.7,0,0
Saudi Arabian Grand Prix,STR,11,1,MEDIUM,11,0.3143,90.903,1,4.26,4.827,41.6,26.2,0,0
Saudi Arabian Grand Prix,STR,12,1,MEDIUM,12,0.3429,91.031,8,4.117,2.79,30.9,23.8,0,0
Saudi Arabian Grand Prix,STR,13,1,MEDIUM,13,0.3714,90.925,8,1.137,0.961,38.0,20.9,0,0
Saudi Arabian Grand Prix,STR,14,1,MEDIUM,14,0.4,91.188,18,4.783,1.939,43.0,28.8,0,0
Saudi Arabian Grand Prix,STR,15,1,MEDIUM,15,0.4286,90.789,14,3.761,1.902,41.7,24.4,0,1
Saudi Arabian Grand Prix,STR,16,1,MEDIUM,16,0.4571,91.465,6,3.045,2.768,30.2,23.6,1,0
Saudi Arabian Grand Prix,STR,17,2,HARD,1,0.0286,90.263,15,4.14,2.128,37.9,26.7,0,0
Saudi Arabian Grand Prix,STR,18,2,HARD,2,0.0571,90.131,17,3.756,3.097,39.7,20.3,0,0
Saudi Arabian Grand Prix,STR,19,2,HARD,3,0.0857,90.203,19,2.793,2.956,35.4,20.8,0,0
Saudi Arabian Grand Prix,STR,20,2,HARD,4,0.1143,90.303,17,0.669,3.727,38.1,25.1,0,0
Saudi Arabian Grand Prix,STR,21,2,HARD,5,0.1429,90.002,14,3.851,1.257,32.8,24.6,0,0
Saudi Arabian Grand Prix,STR,22,2,HARD,6,0.1714,90.438,13,3.524,3.359,42.1,28.3,0,0
Saudi Arabian Grand Prix,STR,23,2,HARD,7,0.2,90.555,7,1.731,4.91,38.9,27.1,0,0
Saudi Arabian Grand Prix,STR,24,2,HARD,8,0.2286,90.845,7,4.643,4.858,38.1,24.6,0,0
Saudi Arabian Grand Prix,STR,25,2,HARD,9,0.2571,90.863,13,1.9,1.441,42.7,29.1,0,0
Saudi Arabian Grand Prix,STR,26,2,HARD,10,0.2857,91.546,18,3.12,2.105,32.5,25.0,0,0
Saudi Arabian Grand Prix,STR,27,2,HARD,11,0.3143,91.257,10,3.488,2.023,44.0,29.1,0,0
Saudi Arabian Grand Prix,STR,28,2,HARD,12,0.3429,91.346,16,0.742,0.978,32.6,26.9,0,0
Saudi Arabian Grand Prix,STR,29,2,HARD,13,0.3714,91.377,19,1.61,2.568,39.4,25.6,0,0
Saudi Arabian Grand Prix,STR,30,2,HARD,14,0.4,91.104,18,2.421,3.419,40.9,26.3,0,0
Saudi Arabian Grand Prix,STR,31,2,HARD,15,0.4286,91.644,17,4.958,1.751,37.5,23.3,0,0
Saudi Arabian Grand Prix,STR,32,2,HARD,16,0.4571,91.763,17,2.97,4.083,38.7,29.6,0,0
Saudi Arabian Grand Prix,STR,33,2,HARD,17,0.4857,91.516,16,4.499,1.981,34.7,25.1,0,0
Saudi Arabian Grand Prix,STR,34,2,HARD,18,0.5143,91.878,17,1.065,1.9,43.3,27.7,0,0
Saudi Arabian Grand Prix,STR,35,2,HARD,19,0.5429,91.625,7,3.929,2.773,44.8,24.7,0,0
Saudi Arabian Grand Prix,STR,36,2,HARD,20,0.5714,91.508,18,2.243,4.03,37.4,21.8,0,0
Saudi Arabian Grand Prix,STR,37,2,HARD,21,0.6,91.828,11,1.635,2.709,31.1,26.2,0,0
Saudi Arabian Grand Prix,STR,38,2,HARD,22,0.6286,91.684,16,3.686,3.711,33.8,26.6,0,1
Saudi Arabian Grand Prix,STR,39,2,HARD,23,0.6571,92.423,14,3.179,2.926,44.5,24.8,1,0
Saudi Arabian Grand Prix,STR,40,3,MEDIUM,1,0.0286,89.904,2,0.723,0.926,30.5,25.0,0,0
Saudi Arabian Grand Prix,STR,41,3,MEDIUM,2,0.0571,89.784,7,0.781,3.746,33.5,26.9,0,0
Saudi Arabian Grand Prix,STR,42,3,MEDIUM,3,0.0857,90.517,13,2.922,0.817,44.0,27.7,0,0
